transaction_id,customer_id,market,boutique,channel,category,transaction_date,amount_local,currency,amount_eur,piece_exceptionnelle
TXN001852,CUST00979,USA,Beverly Hills,Boutique,Joaillerie,2026-03-11,31188.79,USD,28693.69,False
TXN001853,CUST00979,USA,Beverly Hills,Boutique,Horlogerie,2026-06-16,69858.44,USD,64269.76,False
TXN001854,CUST00980,France (siège),Paris Champs-Élysées,Boutique,Horlogerie,2025-04-30,28350.58,EUR,28350.58,False
TXN001855,CUST00980,France (siège),Paris Champs-Élysées,Boutique,Accessoires & Parfums,2025-10-29,908.85,EUR,908.85,False
TXN001856,CUST00981,Chine,Hong Kong,Événement privé,Horlogerie,2026-07-05,208103.55,CNY,27053.46,False
TXN001857,CUST00982,France (siège),Paris Champs-Élysées,Événement privé,Joaillerie,2025-07-08,17040.39,EUR,17040.39,False
TXN001858,CUST00982,France (siège),Paris Champs-Élysées,Boutique,Accessoires & Parfums,2026-01-04,813.53,EUR,813.53,False
TXN001859,CUST00982,France (siège),Paris Champs-Élysées,En ligne,Accessoires & Parfums,2026-05-21,388.55,EUR,388.55,False
TXN001860,CUST00984,USA,Bal Harbour,Boutique,Accessoires & Parfums,2026-03-04,823.5,USD,757.62,False
TXN001861,CUST00985,France (siège),Cannes,Boutique,Accessoires & Parfums,2025-04-30,691.43,EUR,691.43,False
TXN001862,CUST00985,France (siège),Cannes,Boutique,Joaillerie,2025-10-02,9211.23,EUR,9211.23,False
TXN001863,CUST00985,France (siège),Cannes,Événement privé,Horlogerie,2026-03-18,23058.27,EUR,23058.27,False
TXN001864,CUST00986,USA,Beverly Hills,Boutique,Horlogerie,2026-07-25,38916.73,USD,35803.39,False
TXN001865,CUST00988,France (siège),Paris Vendôme,Boutique,Haute Joaillerie,2025-03-22,79831.12,EUR,79831.12,False
TXN001866,CUST00988,France (siège),Paris Vendôme,Boutique,Mariage,2025-08-02,12083.81,EUR,12083.81,False
TXN001867,CUST00988,France (siège),Paris Vendôme,Boutique,Joaillerie,2025-12-18,21187.02,EUR,21187.02,False
TXN001868,CUST00988,France (siège),Paris Vendôme,En ligne,Joaillerie,2026-05-21,20145.93,EUR,20145.93,False
TXN001869,CUST00989,France (siège),Cannes,Boutique,Mariage,2025-04-29,7240.75,EUR,7240.75,False
TXN001870,CUST00989,France (siège),Cannes,Boutique,Accessoires & Parfums,2025-10-13,520.68,EUR,520.68,False
TXN001871,CUST00989,France (siège),Cannes,Boutique,Horlogerie,2026-04-03,32381.53,EUR,32381.53,False
TXN001872,CUST00990,Japon,Tokyo Ginza,En ligne,Horlogerie,2025-11-16,4304004.45,JPY,26684.83,False
TXN001873,CUST00990,Japon,Tokyo Ginza,Boutique,Mariage,2026-05-19,2321822.54,JPY,14395.3,False
TXN001874,CUST00991,USA,Beverly Hills,Événement privé,Accessoires & Parfums,2025-07-21,685.72,USD,630.86,False
TXN001875,CUST00991,USA,Beverly Hills,Boutique,Accessoires & Parfums,2025-11-15,648.44,USD,596.56,False
TXN001876,CUST00991,USA,Beverly Hills,En ligne,Mariage,2026-05-03,11258.63,USD,10357.94,False
TXN001877,CUST00992,France (siège),Paris Champs-Élysées,Événement privé,Horlogerie,2025-08-24,26145.98,EUR,26145.98,False
TXN001878,CUST00992,France (siège),Paris Champs-Élysées,Boutique,Joaillerie,2025-12-23,12913.05,EUR,12913.05,False
TXN001879,CUST00992,France (siège),Paris Champs-Élysées,Boutique,Horlogerie,2026-04-11,45392.05,EUR,45392.05,False
TXN001880,CUST00992,France (siège),Paris Champs-Élysées,Boutique,Accessoires & Parfums,2026-06-26,1639.31,EUR,1639.31,False
TXN001881,CUST00993,Chine,Hong Kong,Événement privé,Accessoires & Parfums,2026-05-18,9459.29,CNY,1229.71,False
TXN001882,CUST00994,France (siège),Cannes,Boutique,Joaillerie,2025-09-30,21399.87,EUR,21399.87,False
TXN001883,CUST00994,France (siège),Cannes,En ligne,Joaillerie,2026-02-03,17327.26,EUR,17327.26,False
TXN001884,CUST00994,France (siège),Cannes,Boutique,Horlogerie,2026-07-10,34925.13,EUR,34925.13,False
TXN001885,CUST00995,USA,Bal Harbour,En ligne,Joaillerie,2025-06-22,10692.29,USD,9836.91,False
TXN001886,CUST00996,Moyen-Orient,Abu Dhabi,Boutique,Joaillerie,2025-07-31,88127.62,AED,22031.9,False
TXN001887,CUST00996,Moyen-Orient,Abu Dhabi,Boutique,Joaillerie,2026-01-29,21508.05,AED,5377.01,False
TXN001888,CUST00996,Moyen-Orient,Abu Dhabi,Boutique,Accessoires & Parfums,2026-07-25,3849.15,AED,962.29,False
TXN001889,CUST00997,France (siège),Paris Vendôme,En ligne,Haute Joaillerie,2026-06-08,127821.9,EUR,127821.9,False
TXN001890,CUST00998,Chine,Hong Kong,Boutique,Joaillerie,2025-05-24,117699.49,CNY,15300.93,False
TXN001891,CUST00999,Moyen-Orient,Abu Dhabi,Boutique,Horlogerie,2026-05-27,86090.75,AED,21522.69,False
TXN001892,CUST01000,USA,New York 5th Ave,En ligne,Joaillerie,2025-10-22,22379.06,USD,20588.74,False
TXN001893,CUST01000,USA,New York 5th Ave,En ligne,Accessoires & Parfums,2026-03-08,705.01,USD,648.61,False
TXN001894,CUST01001,France (siège),Paris Champs-Élysées,Événement privé,Accessoires & Parfums,2026-02-09,894.96,EUR,894.96,False
TXN001895,CUST01002,Chine,Hong Kong,Boutique,Mariage,2025-08-30,87173.17,CNY,11332.51,False
TXN001896,CUST01002,Chine,Hong Kong,Boutique,Accessoires & Parfums,2026-02-09,5902.06,CNY,767.27,False
TXN001897,CUST01002,Chine,Hong Kong,Événement privé,Accessoires & Parfums,2026-07-12,6402.8,CNY,832.36,False
TXN001898,CUST01003,Chine,Hong Kong,Boutique,Accessoires & Parfums,2025-01-16,7587.38,CNY,986.36,False
TXN001899,CUST01003,Chine,Hong Kong,En ligne,Mariage,2025-04-29,110474.66,CNY,14361.71,False
TXN001900,CUST01003,Chine,Hong Kong,Boutique,Joaillerie,2025-10-17,69961.28,CNY,9094.97,False
TXN001901,CUST01003,Chine,Hong Kong,En ligne,Joaillerie,2026-03-26,42310.82,CNY,5500.41,False
TXN001902,CUST01004,France (siège),Cannes,Boutique,Horlogerie,2026-02-17,28133.95,EUR,28133.95,False
TXN001903,CUST01004,France (siège),Cannes,Boutique,Haute Joaillerie,2026-07-05,145464.47,EUR,145464.47,False
TXN001904,CUST01006,USA,Beverly Hills,Boutique,Accessoires & Parfums,2025-11-20,612.69,USD,563.68,False
TXN001905,CUST01006,USA,Beverly Hills,Boutique,Joaillerie,2026-04-26,17620.37,USD,16210.74,False
TXN001906,CUST01007,Chine,Pékin,En ligne,Accessoires & Parfums,2025-01-20,7197.24,CNY,935.64,False
TXN001907,CUST01007,Chine,Pékin,Boutique,Joaillerie,2025-07-11,86258.95,CNY,11213.66,False
TXN001908,CUST01007,Chine,Pékin,Boutique,Accessoires & Parfums,2026-01-04,5514.27,CNY,716.85,False
TXN001909,CUST01007,Chine,Pékin,Boutique,Joaillerie,2026-07-10,66690.55,CNY,8669.77,False
TXN001910,CUST01009,France (siège),Paris Vendôme,En ligne,Horlogerie,2026-07-06,54430.89,EUR,54430.89,False
TXN001911,CUST01010,Chine,Hong Kong,En ligne,Mariage,2025-03-19,76572.23,CNY,9954.39,False
TXN001912,CUST01010,Chine,Hong Kong,En ligne,Joaillerie,2025-09-03,177350.37,CNY,23055.55,False
TXN001913,CUST01010,Chine,Hong Kong,Boutique,Accessoires & Parfums,2026-02-12,4407.17,CNY,572.93,False
TXN001914,CUST01011,Chine,Hong Kong,Boutique,Accessoires & Parfums,2026-04-08,2964.45,CNY,385.38,False
TXN001915,CUST01012,USA,Bal Harbour,Événement privé,Horlogerie,2026-04-11,53147.65,USD,48895.84,False
TXN001916,CUST01013,France (siège),Paris Champs-Élysées,En ligne,Accessoires & Parfums,2025-04-08,835.97,EUR,835.97,False
TXN001917,CUST01013,France (siège),Paris Champs-Élysées,Boutique,Haute Joaillerie,2025-09-06,145509.26,EUR,145509.26,False
TXN001918,CUST01013,France (siège),Paris Champs-Élysées,Boutique,Horlogerie,2026-02-19,14942.05,EUR,14942.05,False
TXN001919,CUST01014,Chine,Pékin,Boutique,Mariage,2025-12-16,87180.72,CNY,11333.49,False
TXN001920,CUST01014,Chine,Pékin,En ligne,Haute Joaillerie,2026-06-26,601266.11,CNY,78164.59,False
TXN001921,CUST01015,France (siège),Paris Champs-Élysées,Boutique,Joaillerie,2025-11-29,17799.17,EUR,17799.17,False
TXN001922,CUST01015,France (siège),Paris Champs-Élysées,En ligne,Mariage,2026-04-19,12882.01,EUR,12882.01,False
TXN001923,CUST01016,Moyen-Orient,Abu Dhabi,Boutique,Mariage,2025-12-14,42642.96,AED,10660.74,False
TXN001924,CUST01016,Moyen-Orient,Abu Dhabi,Boutique,Joaillerie,2026-05-23,59074.23,AED,14768.56,False
TXN001925,CUST01017,France (siège),Cannes,Boutique,Accessoires & Parfums,2026-01-29,484.06,EUR,484.06,False
TXN001926,CUST01017,France (siège),Cannes,Événement privé,Accessoires & Parfums,2026-06-20,730.37,EUR,730.37,False
TXN001927,CUST01018,USA,New York 5th Ave,En ligne,Horlogerie,2026-03-31,18325.23,USD,16859.21,False
TXN001928,CUST01019,USA,Beverly Hills,Boutique,Horlogerie,2025-09-20,41264.31,USD,37963.17,False
TXN001929,CUST01019,USA,Beverly Hills,Boutique,Horlogerie,2026-02-18,30847.19,USD,28379.41,False
TXN001930,CUST01020,Chine,Shanghai,Boutique,Joaillerie,2025-05-22,105367.11,CNY,13697.72,False
TXN001931,CUST01020,Chine,Shanghai,Boutique,Joaillerie,2025-11-09,173518.74,CNY,22557.44,False
TXN001932,CUST01020,Chine,Shanghai,Boutique,Accessoires & Parfums,2026-04-27,4130.06,CNY,536.91,False
TXN001933,CUST01021,USA,Beverly Hills,En ligne,Joaillerie,2026-04-06,7382.72,USD,6792.1,False
TXN001934,CUST01022,Japon,Tokyo Ginza,Événement privé,Horlogerie,2025-05-18,5597135.29,JPY,34702.24,False
TXN001935,CUST01022,Japon,Tokyo Ginza,En ligne,Accessoires & Parfums,2025-09-21,106122.11,JPY,657.96,False
TXN001936,CUST01022,Japon,Tokyo Ginza,Boutique,Accessoires & Parfums,2026-03-02,109302.04,JPY,677.67,False
TXN001937,CUST01022,Japon,Tokyo Ginza,En ligne,Accessoires & Parfums,2026-06-30,168084.74,JPY,1042.13,False
TXN001938,CUST01023,USA,New York 5th Ave,Boutique,Accessoires & Parfums,2026-07-08,836.53,USD,769.61,False
TXN001939,CUST01024,USA,New York 5th Ave,Événement privé,Accessoires & Parfums,2026-05-11,1036.75,USD,953.81,False
TXN001940,CUST01026,Chine,Pékin,Boutique,Accessoires & Parfums,2026-03-25,4689.97,CNY,609.7,False
TXN001941,CUST01026,Chine,Pékin,Boutique,Mariage,2026-07-26,86804.25,CNY,11284.55,False
TXN001942,CUST01027,Moyen-Orient,Abu Dhabi,En ligne,Accessoires & Parfums,2026-03-22,3910.99,AED,977.75,False
TXN001943,CUST01028,USA,Beverly Hills,Boutique,Accessoires & Parfums,2025-12-19,1182.23,USD,1087.65,False
TXN001944,CUST01028,USA,Beverly Hills,En ligne,Accessoires & Parfums,2026-05-30,748.83,USD,688.92,False
TXN001945,CUST01029,Chine,Shanghai,Boutique,Joaillerie,2025-10-10,66804.81,CNY,8684.63,False
TXN001946,CUST01029,Chine,Shanghai,Boutique,Horlogerie,2026-03-12,180312.99,CNY,23440.69,False
TXN001947,CUST01030,France (siège),Paris Champs-Élysées,Boutique,Joaillerie,2025-10-23,18912.25,EUR,18912.25,False
TXN001948,CUST01030,France (siège),Paris Champs-Élysées,En ligne,Haute Joaillerie,2026-03-11,146414.03,EUR,146414.03,False
TXN001949,CUST01030,France (siège),Paris Champs-Élysées,En ligne,Accessoires & Parfums,2026-07-29,951.91,EUR,951.91,False
TXN001950,CUST01031,USA,New York 5th Ave,Boutique,Accessoires & Parfums,2026-05-29,627.81,USD,577.58,False
TXN001951,CUST01032,France (siège),Paris Champs-Élysées,En ligne,Accessoires & Parfums,2025-12-21,1083.65,EUR,1083.65,False
TXN001952,CUST01032,France (siège),Paris Champs-Élysées,Boutique,Accessoires & Parfums,2026-04-30,717.18,EUR,717.18,False
TXN001953,CUST01033,USA,Beverly Hills,Boutique,Accessoires & Parfums,2025-12-30,1061.83,USD,976.88,False
TXN001954,CUST01033,USA,Beverly Hills,En ligne,Accessoires & Parfums,2026-06-27,1159.07,USD,1066.35,False
TXN001955,CUST01034,France (siège),Paris Vendôme,Boutique,Haute Joaillerie,2025-06-16,115610.84,EUR,115610.84,False
TXN001956,CUST01034,France (siège),Paris Vendôme,Boutique,Joaillerie,2025-12-22,14067.32,EUR,14067.32,False
TXN001957,CUST01034,France (siège),Paris Vendôme,Boutique,Accessoires & Parfums,2026-06-21,379.65,EUR,379.65,False
TXN001958,CUST01035,USA,Beverly Hills,En ligne,Joaillerie,2025-03-06,11645.63,USD,10713.98,False
TXN001959,CUST01035,USA,Beverly Hills,Boutique,Accessoires & Parfums,2025-07-09,1185.64,USD,1090.79,False
TXN001960,CUST01035,USA,Beverly Hills,Événement privé,Horlogerie,2025-10-16,37942.06,USD,34906.69,False
TXN001961,CUST01035,USA,Beverly Hills,Boutique,Joaillerie,2026-02-10,39401.78,USD,36249.64,False
TXN001962,CUST01035,USA,Beverly Hills,Boutique,Joaillerie,2026-06-21,30739.79,USD,28280.61,False
TXN001963,CUST01036,Chine,Shanghai,Boutique,Mariage,2025-07-06,80703.43,CNY,10491.45,False
TXN001964,CUST01036,Chine,Shanghai,Boutique,Horlogerie,2026-01-09,291343.17,CNY,37874.61,False
TXN001965,CUST01036,Chine,Shanghai,En ligne,Accessoires & Parfums,2026-07-04,4514.75,CNY,586.92,False
TXN001966,CUST01038,Chine,Hong Kong,Boutique,Accessoires & Parfums,2025-08-14,5033.12,CNY,654.31,False
TXN001967,CUST01038,Chine,Hong Kong,Boutique,Mariage,2026-01-21,133247.64,CNY,17322.19,False
TXN001968,CUST01038,Chine,Hong Kong,En ligne,Joaillerie,2026-05-09,152903.46,CNY,19877.45,False
TXN001969,CUST01039,Chine,Hong Kong,Boutique,Accessoires & Parfums,2026-06-10,10001.75,CNY,1300.23,False
TXN001970,CUST01040,USA,Bal Harbour,En ligne,Haute Joaillerie,2026-02-28,123908.31,USD,113995.65,False
TXN001971,CUST01041,USA,Bal Harbour,Boutique,Horlogerie,2025-10-18,29193.31,USD,26857.85,False
TXN001972,CUST01041,USA,Bal Harbour,Événement privé,Accessoires & Parfums,2026-03-26,262.02,USD,241.06,False
TXN001973,CUST01042,USA,New York 5th Ave,Boutique,Joaillerie,2025-05-25,18491.93,USD,17012.58,False
TXN001974,CUST01043,Japon,Tokyo Ginza,Boutique,Joaillerie,2025-03-15,2622785.46,JPY,16261.27,False
TXN001975,CUST01043,Japon,Tokyo Ginza,Boutique,Joaillerie,2025-08-28,2719522.93,JPY,16861.04,False
TXN001976,CUST01043,Japon,Tokyo Ginza,Boutique,Joaillerie,2026-02-21,2385740.75,JPY,14791.59,False
TXN001977,CUST01043,Japon,Tokyo Ginza,En ligne,Haute Joaillerie,2026-07-28,20245060.8,JPY,125519.38,False
TXN001978,CUST01044,USA,Beverly Hills,Boutique,Accessoires & Parfums,2025-08-26,971.32,USD,893.61,False
TXN001979,CUST01044,USA,Beverly Hills,En ligne,Mariage,2026-01-04,13621.59,USD,12531.86,False
TXN001980,CUST01044,USA,Beverly Hills,Boutique,Horlogerie,2026-05-28,39835.39,USD,36648.56,False
TXN001981,CUST01045,Moyen-Orient,Abu Dhabi,Boutique,Mariage,2026-04-28,55753.21,AED,13938.3,False
TXN001982,CUST01046,France (siège),Paris Vendôme,Boutique,Joaillerie,2026-03-01,17480.68,EUR,17480.68,False
TXN001983,CUST01047,Moyen-Orient,Dubaï Mall,Boutique,Accessoires & Parfums,2025-06-29,3010.61,AED,752.65,False
TXN001984,CUST01047,Moyen-Orient,Dubaï Mall,Boutique,Horlogerie,2025-12-26,105241.36,AED,26310.34,False
TXN001985,CUST01047,Moyen-Orient,Dubaï Mall,Boutique,Accessoires & Parfums,2026-05-06,1944.02,AED,486.01,False
TXN001986,CUST01048,Moyen-Orient,Abu Dhabi,En ligne,Haute Joaillerie,2026-01-08,671531.44,AED,167882.86,False
TXN001987,CUST01048,Moyen-Orient,Abu Dhabi,Boutique,Joaillerie,2026-05-20,54346.68,AED,13586.67,False
TXN001988,CUST01050,Moyen-Orient,Abu Dhabi,Boutique,Mariage,2026-01-31,60823.5,AED,15205.87,False
TXN001989,CUST01050,Moyen-Orient,Abu Dhabi,En ligne,Accessoires & Parfums,2026-06-04,4343.98,AED,1085.99,False
TXN001990,CUST01052,USA,Beverly Hills,Boutique,Accessoires & Parfums,2026-02-21,817.05,USD,751.69,False
TXN001991,CUST01052,USA,Beverly Hills,En ligne,Mariage,2026-07-09,11604.91,USD,10676.51,False
TXN001992,CUST01053,France (siège),Paris Vendôme,Boutique,Mariage,2025-04-25,5416.77,EUR,5416.77,False
TXN001993,CUST01053,France (siège),Paris Vendôme,Boutique,Accessoires & Parfums,2025-09-13,823.06,EUR,823.06,False
TXN001994,CUST01053,France (siège),Paris Vendôme,Boutique,Joaillerie,2026-02-14,8649.65,EUR,8649.65,False
TXN001995,CUST01053,France (siège),Paris Vendôme,Boutique,Horlogerie,2026-07-14,35373.59,EUR,35373.59,False
TXN001996,CUST01055,Chine,Hong Kong,Boutique,Joaillerie,2026-05-03,181329.51,CNY,23572.84,False
TXN001997,CUST01057,France (siège),Paris Champs-Élysées,Boutique,Accessoires & Parfums,2026-07-25,1071.28,EUR,1071.28,False
TXN001998,CUST01058,Chine,Pékin,Boutique,Haute Joaillerie,2025-03-20,8847359.23,CNY,1150156.7,True
TXN001999,CUST01058,Chine,Pékin,Boutique,Mariage,2025-08-19,142858.14,CNY,18571.56,False
TXN002000,CUST01058,Chine,Pékin,En ligne,Accessoires & Parfums,2026-02-04,12933.69,CNY,1681.38,False
TXN002001,CUST01058,Chine,Pékin,Boutique,Accessoires & Parfums,2026-06-04,5628.38,CNY,731.69,False
TXN002002,CUST01059,Chine,Hong Kong,Boutique,Mariage,2025-07-31,59826.04,CNY,7777.39,False
TXN002003,CUST01059,Chine,Hong Kong,Boutique,Accessoires & Parfums,2025-12-11,6536.62,CNY,849.76,False
TXN002004,CUST01059,Chine,Hong Kong,Boutique,Haute Joaillerie,2026-05-11,1056898.7,CNY,137396.83,False
TXN002005,CUST01060,Chine,Hong Kong,Boutique,Mariage,2025-03-05,89329.3,CNY,11612.81,False
TXN002006,CUST01060,Chine,Hong Kong,En ligne,Accessoires & Parfums,2025-07-06,7206.24,CNY,936.81,False
TXN002007,CUST01060,Chine,Hong Kong,Boutique,Accessoires & Parfums,2025-12-29,8118.08,CNY,1055.35,False
TXN002008,CUST01060,Chine,Hong Kong,Boutique,Joaillerie,2026-06-17,154930.71,CNY,20140.99,False
TXN002009,CUST01061,Moyen-Orient,Abu Dhabi,En ligne,Joaillerie,2025-06-24,74931.26,AED,18732.81,False
TXN002010,CUST01061,Moyen-Orient,Abu Dhabi,Boutique,Joaillerie,2025-11-28,61961.96,AED,15490.49,False
TXN002011,CUST01062,Moyen-Orient,Abu Dhabi,Événement privé,Accessoires & Parfums,2025-07-16,3019.95,AED,754.99,False
TXN002012,CUST01063,USA,Beverly Hills,Boutique,Mariage,2026-06-06,16727.48,USD,15389.28,False
TXN002013,CUST01064,Chine,Hong Kong,Boutique,Accessoires & Parfums,2025-10-20,7056.51,CNY,917.35,False
TXN002014,CUST01064,Chine,Hong Kong,Boutique,Joaillerie,2026-04-19,136708.41,CNY,17772.09,False
TXN002015,CUST01066,France (siège),Cannes,Boutique,Joaillerie,2026-03-08,25964.75,EUR,25964.75,False
TXN002016,CUST01067,Chine,Shanghai,Boutique,Mariage,2025-10-02,81574.26,CNY,10604.65,False
TXN002017,CUST01067,Chine,Shanghai,Boutique,Horlogerie,2026-03-19,161649.95,CNY,21014.49,False
TXN002018,CUST01068,Japon,Tokyo Ginza,Boutique,Joaillerie,2026-07-22,2420813.33,JPY,15009.04,False
TXN002019,CUST01070,France (siège),Cannes,Boutique,Joaillerie,2025-08-28,13383.32,EUR,13383.32,False
TXN002020,CUST01070,France (siège),Cannes,Boutique,Haute Joaillerie,2025-12-23,138139.01,EUR,138139.01,False
TXN002021,CUST01071,France (siège),Paris Vendôme,Événement privé,Joaillerie,2025-09-12,15015.99,EUR,15015.99,False
TXN002022,CUST01071,France (siège),Paris Vendôme,En ligne,Horlogerie,2026-02-23,30514.66,EUR,30514.66,False
TXN002023,CUST01071,France (siège),Paris Vendôme,Boutique,Horlogerie,2026-07-13,32538.92,EUR,32538.92,False
TXN002024,CUST01072,France (siège),Paris Champs-Élysées,Boutique,Horlogerie,2025-02-26,33238.44,EUR,33238.44,False
TXN002025,CUST01072,France (siège),Paris Champs-Élysées,Boutique,Accessoires & Parfums,2025-08-26,917.76,EUR,917.76,False
TXN002026,CUST01072,France (siège),Paris Champs-Élysées,Boutique,Mariage,2026-03-08,16979.45,EUR,16979.45,False
TXN002027,CUST01073,Japon,Tokyo Ginza,Boutique,Horlogerie,2025-11-02,3286735.42,JPY,20377.76,False
TXN002028,CUST01073,Japon,Tokyo Ginza,Boutique,Haute Joaillerie,2026-03-11,16566388.21,JPY,102711.61,False
TXN002029,CUST01075,Chine,Hong Kong,En ligne,Accessoires & Parfums,2025-02-23,9819.43,CNY,1276.53,False
TXN002030,CUST01075,Chine,Hong Kong,En ligne,Mariage,2025-07-25,56689.95,CNY,7369.69,False
TXN002031,CUST01075,Chine,Hong Kong,Boutique,Joaillerie,2026-01-09,69301.0,CNY,9009.13,False
TXN002032,CUST01075,Chine,Hong Kong,Boutique,Haute Joaillerie,2026-06-10,739008.33,CNY,96071.08,False
TXN002033,CUST01076,Chine,Shanghai,Boutique,Joaillerie,2026-07-05,187629.85,CNY,24391.88,False
TXN002034,CUST01077,Japon,Tokyo Ginza,Boutique,Mariage,2025-03-21,1133043.71,JPY,7024.87,False
TXN002035,CUST01077,Japon,Tokyo Ginza,Boutique,Joaillerie,2025-09-28,1584519.17,JPY,9824.02,False
TXN002036,CUST01077,Japon,Tokyo Ginza,Boutique,Joaillerie,2026-03-29,2089710.29,JPY,12956.2,False
TXN002037,CUST01078,Japon,Osaka,Boutique,Horlogerie,2025-12-28,6997873.96,JPY,43386.82,False
TXN002038,CUST01078,Japon,Osaka,En ligne,Joaillerie,2026-04-15,2995218.23,JPY,18570.35,False
TXN002039,CUST01079,USA,New York 5th Ave,En ligne,Accessoires & Parfums,2026-02-14,681.8,USD,627.26,False
TXN002040,CUST01080,USA,Bal Harbour,Boutique,Joaillerie,2025-12-29,24871.22,USD,22881.52,False
TXN002041,CUST01080,USA,Bal Harbour,Boutique,Accessoires & Parfums,2026-06-14,580.16,USD,533.75,False
TXN002042,CUST01081,France (siège),Cannes,Boutique,Horlogerie,2025-06-21,27616.6,EUR,27616.6,False
TXN002043,CUST01081,France (siège),Cannes,En ligne,Horlogerie,2025-12-11,33285.13,EUR,33285.13,False
TXN002044,CUST01081,France (siège),Cannes,Boutique,Mariage,2026-06-18,9285.88,EUR,9285.88,False
TXN002045,CUST01082,France (siège),Paris Vendôme,Boutique,Haute Joaillerie,2025-07-26,124020.72,EUR,124020.72,False
TXN002046,CUST01082,France (siège),Paris Vendôme,Boutique,Accessoires & Parfums,2026-02-04,505.06,EUR,505.06,False
TXN002047,CUST01083,France (siège),Cannes,Boutique,Mariage,2026-04-21,12343.61,EUR,12343.61,False
TXN002048,CUST01084,USA,Beverly Hills,Boutique,Joaillerie,2025-06-19,13434.94,USD,12360.15,False
TXN002049,CUST01084,USA,Beverly Hills,Événement privé,Joaillerie,2025-11-18,14521.46,USD,13359.74,False
TXN002050,CUST01084,USA,Beverly Hills,Boutique,Joaillerie,2026-04-28,13707.36,USD,12610.77,False
TXN002051,CUST01085,Chine,Shanghai,Boutique,Joaillerie,2025-04-01,106505.4,CNY,13845.7,False
TXN002052,CUST01085,Chine,Shanghai,Boutique,Joaillerie,2025-09-29,114154.37,CNY,14840.07,False
TXN002053,CUST01085,Chine,Shanghai,En ligne,Mariage,2026-03-09,73210.73,CNY,9517.39,False
TXN002054,CUST01086,Moyen-Orient,Dubaï Mall,Boutique,Accessoires & Parfums,2025-12-26,1461.3,AED,365.32,False
TXN002055,CUST01086,Moyen-Orient,Dubaï Mall,En ligne,Joaillerie,2026-05-03,30610.79,AED,7652.7,False
TXN002056,CUST01087,France (siège),Paris Vendôme,Boutique,Horlogerie,2025-03-08,36369.34,EUR,36369.34,False
TXN002057,CUST01087,France (siège),Paris Vendôme,Événement privé,Accessoires & Parfums,2025-08-18,881.08,EUR,881.08,False
TXN002058,CUST01087,France (siège),Paris Vendôme,En ligne,Accessoires & Parfums,2025-12-23,988.26,EUR,988.26,False
TXN002059,CUST01087,France (siège),Paris Vendôme,En ligne,Mariage,2026-07-06,10702.52,EUR,10702.52,False
TXN002060,CUST01088,Moyen-Orient,Dubaï Mall,Boutique,Horlogerie,2026-06-12,112570.99,AED,28142.75,False
TXN002061,CUST01089,France (siège),Cannes,En ligne,Horlogerie,2025-10-15,19264.36,EUR,19264.36,False
TXN002062,CUST01089,France (siège),Cannes,En ligne,Joaillerie,2026-04-12,11127.68,EUR,11127.68,False
TXN002063,CUST01090,Chine,Shanghai,En ligne,Horlogerie,2025-06-29,294411.19,CNY,38273.46,False
TXN002064,CUST01090,Chine,Shanghai,Boutique,Joaillerie,2025-11-21,49210.37,CNY,6397.35,False
TXN002065,CUST01090,Chine,Shanghai,En ligne,Mariage,2026-05-27,130887.99,CNY,17015.44,False
TXN002066,CUST01091,Moyen-Orient,Dubaï Mall,Boutique,Joaillerie,2026-02-09,69828.94,AED,17457.23,False
TXN002067,CUST01091,Moyen-Orient,Dubaï Mall,Boutique,Joaillerie,2026-07-27,58401.61,AED,14600.4,False
TXN002068,CUST01093,Chine,Shanghai,Événement privé,Mariage,2025-02-27,124392.49,CNY,16171.02,False
TXN002069,CUST01093,Chine,Shanghai,En ligne,Accessoires & Parfums,2025-07-08,9855.64,CNY,1281.23,False
TXN002070,CUST01093,Chine,Shanghai,En ligne,Joaillerie,2025-11-01,139350.25,CNY,18115.53,False
TXN002071,CUST01093,Chine,Shanghai,Boutique,Mariage,2026-03-04,103913.81,CNY,13508.8,False
TXN002072,CUST01093,Chine,Shanghai,Événement privé,Joaillerie,2026-07-19,184305.39,CNY,23959.7,False
TXN002073,CUST01095,USA,New York 5th Ave,En ligne,Accessoires & Parfums,2026-01-15,1025.13,USD,943.12,False
TXN002074,CUST01095,USA,New York 5th Ave,En ligne,Accessoires & Parfums,2026-06-26,1121.38,USD,1031.67,False
TXN002075,CUST01096,France (siège),Cannes,Boutique,Mariage,2026-07-06,13309.33,EUR,13309.33,False
TXN002076,CUST01097,Chine,Pékin,Boutique,Haute Joaillerie,2025-09-28,846112.17,CNY,109994.58,False
TXN002077,CUST01097,Chine,Pékin,Boutique,Accessoires & Parfums,2026-02-13,10328.54,CNY,1342.71,False
TXN002078,CUST01098,France (siège),Paris Vendôme,Événement privé,Joaillerie,2025-06-28,23578.88,EUR,23578.88,False
TXN002079,CUST01098,France (siège),Paris Vendôme,Boutique,Accessoires & Parfums,2025-12-03,1424.02,EUR,1424.02,False
TXN002080,CUST01098,France (siège),Paris Vendôme,Boutique,Joaillerie,2026-06-01,18916.38,EUR,18916.38,False
TXN002081,CUST01099,France (siège),Paris Champs-Élysées,En ligne,Accessoires & Parfums,2025-08-25,1089.9,EUR,1089.9,False
TXN002082,CUST01099,France (siège),Paris Champs-Élysées,En ligne,Accessoires & Parfums,2026-01-27,998.37,EUR,998.37,False
