customer_id,market,boutique_reference,acquisition_channel,first_purchase_date,tier,lifetime_transactions,lifetime_spend_eur,omnichannel,is_active_last_6m
CUST01071,France (siège),Paris Vendôme,Digital / en ligne,2025-04-15,VIC,3,78069.56,True,False
CUST01072,France (siège),Paris Champs-Élysées,Événement privé,2024-10-03,Client fidèle,3,51135.65,False,False
CUST01073,Japon,Tokyo Ginza,Digital / en ligne,2025-05-11,VIC,2,123089.37,False,True
CUST01074,Chine,Hong Kong,Boutique (walk-in),2026-04-18,Découverte,0,0.0,False,False
CUST01075,Chine,Hong Kong,Boutique (walk-in),2024-10-16,VIC,4,113726.43,True,True
CUST01076,Chine,Shanghai,Recommandation VIC,2026-01-15,Client fidèle,1,24391.88,False,True
CUST01077,Japon,Tokyo Ginza,Digital / en ligne,2024-09-22,Client fidèle,3,29805.09,False,True
CUST01078,Japon,Osaka,Boutique (walk-in),2025-09-07,Client fidèle,2,61957.17,True,True
CUST01079,USA,New York 5th Ave,Recommandation VIC,2025-09-03,Découverte,1,627.26,False,True
CUST01080,USA,Bal Harbour,Digital / en ligne,2025-06-30,Client fidèle,2,23415.27,False,True
CUST01081,France (siège),Cannes,Boutique (walk-in),2024-11-12,VIC,3,70187.61,True,True
CUST01082,France (siège),Paris Vendôme,Boutique (walk-in),2025-03-10,VIC,2,124525.79,False,True
CUST01083,France (siège),Cannes,Recommandation VIC,2025-11-17,Découverte,1,12343.61,False,True
CUST01084,USA,Beverly Hills,Recommandation VIC,2025-01-12,Client fidèle,3,38330.65,True,True
CUST01085,Chine,Shanghai,Boutique (walk-in),2024-11-10,Client fidèle,3,38203.17,True,False
CUST01086,Moyen-Orient,Dubaï Mall,Digital / en ligne,2025-08-10,Découverte,2,8018.02,True,True
CUST01087,France (siège),Paris Vendôme,Boutique (walk-in),2024-09-11,Client fidèle,4,48941.2,True,True
CUST01088,Moyen-Orient,Dubaï Mall,Recommandation VIC,2025-12-11,Client fidèle,1,28142.75,False,True
CUST01089,France (siège),Cannes,Recommandation VIC,2025-04-16,Client fidèle,2,30392.04,False,True
CUST01090,Chine,Shanghai,Digital / en ligne,2025-01-31,Client fidèle,3,61686.24,True,True
CUST01091,Moyen-Orient,Dubaï Mall,Boutique (walk-in),2025-10-17,Client fidèle,2,32057.64,False,True
CUST01092,France (siège),Paris Vendôme,Boutique (walk-in),2026-03-01,Découverte,0,0.0,False,False
CUST01093,Chine,Shanghai,Digital / en ligne,2024-11-20,VIC,5,73036.28,True,True
CUST01094,Moyen-Orient,Dubaï Mall,Boutique (walk-in),2026-04-10,Découverte,0,0.0,False,False
CUST01095,USA,New York 5th Ave,Recommandation VIC,2025-08-29,Découverte,2,1974.79,False,True
CUST01096,France (siège),Cannes,Boutique (walk-in),2026-01-22,Découverte,1,13309.33,False,False
CUST01097,Chine,Pékin,Boutique (walk-in),2025-03-24,VIC,2,111337.29,False,False
CUST01098,France (siège),Paris Vendôme,Digital / en ligne,2025-01-23,Client fidèle,3,43919.28,True,True
CUST01099,France (siège),Paris Champs-Élysées,Boutique (walk-in),2025-04-26,Découverte,3,13091.04,True,True
CUST01100,Moyen-Orient,Abu Dhabi,Recommandation VIC,2026-01-02,Découverte,1,1109.38,False,True
CUST01101,USA,New York 5th Ave,Boutique (walk-in),2025-04-04,Découverte,1,10883.04,False,False
CUST01102,France (siège),Paris Vendôme,Recommandation VIC,2025-10-30,Découverte,1,14912.72,False,True
CUST01103,Chine,Pékin,Digital / en ligne,2026-02-14,Client fidèle,1,19815.29,False,True
CUST01104,Japon,Tokyo Ginza,Recommandation VIC,2025-05-02,VIC,4,82386.32,True,True
CUST01105,France (siège),Paris Champs-Élysées,Digital / en ligne,2025-09-18,Découverte,2,14405.16,False,True
CUST01106,Japon,Tokyo Ginza,Événement privé,2025-10-27,Découverte,1,13434.08,False,True
CUST01107,USA,Beverly Hills,Boutique (walk-in),2024-12-06,Client fidèle,2,46616.89,True,False
CUST01108,France (siège),Paris Vendôme,Digital / en ligne,2025-10-28,Découverte,1,15053.94,False,True
CUST01109,Moyen-Orient,Abu Dhabi,Boutique (walk-in),2025-08-05,VIC,2,75435.11,True,True
CUST01110,France (siège),Paris Champs-Élysées,Digital / en ligne,2025-04-05,Client fidèle,3,39280.57,True,False
CUST01111,France (siège),Paris Vendôme,Boutique (walk-in),2025-11-10,Client fidèle,1,24873.1,False,True
CUST01112,Chine,Pékin,Recommandation VIC,2025-12-10,Découverte,1,13718.98,False,True
CUST01113,Chine,Pékin,Boutique (walk-in),2026-01-09,Client fidèle,1,26851.67,False,True
CUST01114,France (siège),Paris Vendôme,Recommandation VIC,2025-10-27,Découverte,1,935.2,False,False
CUST01115,France (siège),Cannes,Boutique (walk-in),2026-03-23,Découverte,0,0.0,False,False
CUST01116,Japon,Osaka,Événement privé,2024-10-06,Client fidèle,3,42670.07,True,True
CUST01117,France (siège),Paris Vendôme,Boutique (walk-in),2025-11-08,Découverte,1,9993.74,False,True
CUST01118,Moyen-Orient,Abu Dhabi,Digital / en ligne,2025-02-06,Découverte,2,17831.24,False,True
CUST01119,Chine,Hong Kong,Digital / en ligne,2024-09-05,VIC,5,74911.27,True,True
CUST01120,USA,Bal Harbour,Événement privé,2026-03-22,Découverte,0,0.0,False,False
CUST01121,France (siège),Cannes,Boutique (walk-in),2025-04-19,Client fidèle,1,20850.56,False,False
CUST01122,France (siège),Cannes,Digital / en ligne,2024-10-08,Découverte,1,9112.65,False,False
CUST01123,Japon,Tokyo Ginza,Digital / en ligne,2025-12-15,Découverte,1,711.94,False,False
CUST01124,France (siège),Paris Vendôme,Événement privé,2024-11-05,VIC,3,124655.25,True,True
CUST01125,USA,Beverly Hills,Recommandation VIC,2026-01-15,Découverte,1,908.21,False,True
CUST01126,USA,Bal Harbour,Recommandation VIC,2026-02-26,Découverte,0,0.0,False,False
CUST01127,Chine,Shanghai,Recommandation VIC,2025-03-22,VIC,2,91808.73,False,False
CUST01128,Moyen-Orient,Abu Dhabi,Digital / en ligne,2026-04-18,Découverte,0,0.0,False,False
CUST01129,Chine,Pékin,Boutique (walk-in),2025-09-18,Client fidèle,1,21641.89,False,True
CUST01130,Japon,Tokyo Ginza,Digital / en ligne,2025-09-02,Découverte,1,1119.19,False,True
CUST01131,USA,Beverly Hills,Recommandation VIC,2025-09-27,VIC,1,88490.65,False,True
CUST01132,Moyen-Orient,Dubaï Mall,Événement privé,2025-10-03,Client fidèle,1,18925.09,False,True
CUST01133,USA,Bal Harbour,Recommandation VIC,2025-08-31,Client fidèle,2,22826.14,False,True
CUST01134,Chine,Pékin,Recommandation VIC,2025-07-02,Client fidèle,2,35156.67,False,True
CUST01135,Moyen-Orient,Abu Dhabi,Boutique (walk-in),2026-01-06,Client fidèle,1,34358.73,False,True
CUST01136,Chine,Hong Kong,Digital / en ligne,2025-09-11,Client fidèle,2,26622.51,True,True
CUST01137,Chine,Hong Kong,Événement privé,2025-09-14,VIC,2,171061.54,False,True
CUST01138,USA,New York 5th Ave,Digital / en ligne,2025-06-02,Découverte,1,927.86,False,False
CUST01139,France (siège),Cannes,Boutique (walk-in),2024-11-23,Client fidèle,2,40002.13,True,False
CUST01140,Japon,Osaka,Boutique (walk-in),2025-05-20,Client fidèle,2,24694.1,False,True
CUST01141,France (siège),Cannes,Boutique (walk-in),2025-03-28,Découverte,2,14795.04,False,False
CUST01142,Chine,Shanghai,Recommandation VIC,2026-03-18,Découverte,0,0.0,False,False
CUST01143,Moyen-Orient,Abu Dhabi,Digital / en ligne,2025-02-27,VIC,2,116822.27,False,True
CUST01144,Chine,Hong Kong,Recommandation VIC,2025-12-04,VIC,1,109798.25,False,True
CUST01145,Moyen-Orient,Abu Dhabi,Événement privé,2025-06-04,VIC,3,129894.73,True,True
CUST01146,Chine,Hong Kong,Boutique (walk-in),2025-01-13,Client fidèle,2,54690.12,True,True
CUST01147,USA,Bal Harbour,Recommandation VIC,2025-06-04,Découverte,1,10749.14,False,False
CUST01148,Moyen-Orient,Dubaï Mall,Recommandation VIC,2024-11-25,Client fidèle,4,28767.4,True,True
CUST01149,Chine,Hong Kong,Digital / en ligne,2026-01-15,Découverte,1,13065.42,False,True
CUST01150,USA,Bal Harbour,Boutique (walk-in),2025-04-08,Client fidèle,2,25097.45,True,True
CUST01151,France (siège),Paris Champs-Élysées,Boutique (walk-in),2025-05-30,Découverte,2,1257.31,True,True
CUST01152,USA,Bal Harbour,Boutique (walk-in),2024-11-27,Découverte,1,735.13,False,False
CUST01153,Chine,Pékin,Digital / en ligne,2024-10-31,Découverte,3,2440.43,True,True
CUST01154,Chine,Pékin,Recommandation VIC,2025-07-14,VIC,2,103286.5,False,True
CUST01155,USA,Bal Harbour,Boutique (walk-in),2024-12-22,Découverte,1,17839.23,False,False
CUST01156,France (siège),Cannes,Boutique (walk-in),2025-11-04,Découverte,1,16902.66,False,False
CUST01157,France (siège),Paris Vendôme,Recommandation VIC,2026-01-25,Découverte,1,12886.91,False,True
CUST01158,France (siège),Cannes,Événement privé,2025-04-24,Découverte,2,1024.3,True,True
CUST01159,Moyen-Orient,Abu Dhabi,Recommandation VIC,2024-11-19,Découverte,1,12677.17,False,False
CUST01160,Chine,Shanghai,Recommandation VIC,2024-09-17,Client fidèle,3,29507.49,True,True
CUST01161,Chine,Pékin,Boutique (walk-in),2025-09-04,Client fidèle,2,41059.24,True,True
CUST01162,France (siège),Paris Champs-Élysées,Recommandation VIC,2025-03-03,Client fidèle,3,34960.02,True,True
CUST01163,USA,New York 5th Ave,Boutique (walk-in),2025-08-23,Découverte,1,12614.27,False,True
CUST01164,France (siège),Cannes,Boutique (walk-in),2024-10-02,Découverte,1,8927.39,False,False
CUST01165,France (siège),Paris Vendôme,Boutique (walk-in),2025-06-29,Very VIP,4,281206.03,True,True
CUST01166,Moyen-Orient,Abu Dhabi,Recommandation VIC,2025-12-11,Découverte,0,0.0,False,False
CUST01167,Moyen-Orient,Dubaï Mall,Événement privé,2025-10-06,VIC,1,84227.8,False,True
CUST01168,USA,Beverly Hills,Digital / en ligne,2026-01-31,VIC,1,69458.5,False,True
CUST01169,Moyen-Orient,Abu Dhabi,Boutique (walk-in),2025-10-30,Client fidèle,1,35735.95,False,True
CUST01170,USA,New York 5th Ave,Boutique (walk-in),2025-01-01,VIC,4,145489.31,True,True
CUST01171,USA,Bal Harbour,Boutique (walk-in),2025-03-11,Client fidèle,3,26171.95,True,True
CUST01172,France (siège),Paris Champs-Élysées,Recommandation VIC,2024-10-07,VIC,4,87862.04,True,True
CUST01173,Chine,Shanghai,Digital / en ligne,2025-11-26,Découverte,1,1110.68,False,True
CUST01174,USA,New York 5th Ave,Boutique (walk-in),2025-01-30,VIC,3,74867.03,True,False
CUST01175,France (siège),Cannes,Digital / en ligne,2024-09-25,VIC,4,75541.54,False,True
CUST01176,Moyen-Orient,Dubaï Mall,Boutique (walk-in),2025-07-12,VIC,3,167915.0,True,True
CUST01177,Chine,Shanghai,Digital / en ligne,2026-01-30,VIC,1,69922.02,False,True
CUST01178,Moyen-Orient,Dubaï Mall,Boutique (walk-in),2025-11-06,Very VIP,2,220738.38,False,True
CUST01179,Japon,Tokyo Ginza,Boutique (walk-in),2026-01-04,Découverte,1,1463.59,False,True
CUST01180,Moyen-Orient,Abu Dhabi,Digital / en ligne,2025-05-03,Découverte,2,17091.09,True,True
CUST01181,France (siège),Paris Champs-Élysées,Boutique (walk-in),2025-04-30,Client fidèle,3,50462.35,False,True
CUST01182,Chine,Hong Kong,Boutique (walk-in),2024-12-27,Client fidèle,3,43794.87,True,True
CUST01183,Chine,Hong Kong,Recommandation VIC,2025-01-20,Client fidèle,3,40492.33,True,False
CUST01184,USA,Beverly Hills,Recommandation VIC,2024-09-29,Client fidèle,3,45464.84,True,False
CUST01185,Japon,Tokyo Ginza,Recommandation VIC,2025-05-03,Client fidèle,3,55887.03,True,True
CUST01186,USA,New York 5th Ave,Événement privé,2025-12-17,Client fidèle,1,23477.58,False,False
CUST01187,USA,New York 5th Ave,Recommandation VIC,2025-10-29,Découverte,1,14394.0,False,True
CUST01188,USA,New York 5th Ave,Boutique (walk-in),2026-03-10,Découverte,0,0.0,False,False
CUST01189,Moyen-Orient,Dubaï Mall,Digital / en ligne,2025-10-02,Client fidèle,1,26957.53,False,True
CUST01190,France (siège),Paris Vendôme,Boutique (walk-in),2024-10-01,Découverte,3,12662.87,True,True
CUST01191,Moyen-Orient,Abu Dhabi,Recommandation VIC,2025-07-19,Client fidèle,2,39956.77,True,True
CUST01192,Chine,Hong Kong,Événement privé,2025-07-28,Client fidèle,1,20377.44,False,True
CUST01193,Moyen-Orient,Abu Dhabi,Boutique (walk-in),2025-06-10,Découverte,2,12302.02,True,False
CUST01194,Chine,Hong Kong,Recommandation VIC,2024-10-22,VIC,3,163228.99,False,True
CUST01195,Japon,Tokyo Ginza,Recommandation VIC,2026-04-17,Découverte,0,0.0,False,False
CUST01196,Moyen-Orient,Abu Dhabi,Boutique (walk-in),2025-04-14,Découverte,1,15288.35,False,False
CUST01197,Chine,Shanghai,Événement privé,2026-01-24,Découverte,1,756.48,False,True
CUST01198,USA,Bal Harbour,Recommandation VIC,2026-01-16,Découverte,1,621.94,False,True
CUST01199,Chine,Pékin,Digital / en ligne,2025-02-26,Client fidèle,2,55361.16,True,True
CUST01200,Chine,Hong Kong,Recommandation VIC,2026-03-23,Découverte,0,0.0,False,False
CUST01201,Chine,Pékin,Boutique (walk-in),2026-04-06,Découverte,0,0.0,False,False
CUST01202,Moyen-Orient,Dubaï Mall,Boutique (walk-in),2025-03-08,Client fidèle,2,21992.83,True,True
CUST01203,Japon,Tokyo Ginza,Événement privé,2024-12-13,Client fidèle,3,33572.77,True,True
CUST01204,USA,Bal Harbour,Événement privé,2026-01-27,Découverte,1,12019.08,False,True
CUST01205,Chine,Pékin,Recommandation VIC,2026-04-06,Découverte,0,0.0,False,False
CUST01206,Moyen-Orient,Dubaï Mall,Boutique (walk-in),2025-10-29,Découverte,1,696.46,False,True
CUST01207,USA,Bal Harbour,Boutique (walk-in),2025-08-20,Client fidèle,1,25124.24,False,True
CUST01208,France (siège),Paris Vendôme,Boutique (walk-in),2025-11-20,Découverte,1,485.45,False,True
CUST01209,Chine,Pékin,Digital / en ligne,2026-01-19,Découverte,1,994.33,False,False
CUST01210,USA,Beverly Hills,Événement privé,2025-07-17,Découverte,2,7698.03,False,False
CUST01211,Moyen-Orient,Abu Dhabi,Recommandation VIC,2025-02-14,VIC,5,69743.37,True,True
CUST01212,France (siège),Paris Vendôme,Boutique (walk-in),2025-04-25,Client fidèle,2,18991.17,False,True
CUST01213,Moyen-Orient,Dubaï Mall,Événement privé,2025-07-24,Découverte,2,16700.43,True,False
CUST01214,Chine,Shanghai,Recommandation VIC,2024-11-18,Client fidèle,4,53775.5,True,True
CUST01215,Moyen-Orient,Abu Dhabi,Événement privé,2025-03-24,Client fidèle,2,31412.32,False,True
CUST01216,Chine,Shanghai,Boutique (walk-in),2025-09-05,Découverte,1,1177.83,False,False
CUST01217,Chine,Shanghai,Recommandation VIC,2026-01-15,Découverte,0,0.0,False,False
CUST01218,Chine,Shanghai,Événement privé,2024-11-05,VIC,6,131254.13,True,True
CUST01219,Chine,Pékin,Recommandation VIC,2025-03-28,Découverte,1,1014.03,False,False
CUST01220,USA,Bal Harbour,Digital / en ligne,2025-09-16,Découverte,1,858.71,False,True
CUST01221,USA,Bal Harbour,Digital / en ligne,2025-05-17,Client fidèle,2,36956.57,True,False
CUST01222,Japon,Tokyo Ginza,Recommandation VIC,2024-11-09,Client fidèle,4,60188.07,True,True
CUST01223,Chine,Shanghai,Boutique (walk-in),2026-04-15,Découverte,0,0.0,False,False
CUST01224,France (siège),Paris Champs-Élysées,Boutique (walk-in),2024-09-15,Client fidèle,3,19322.34,True,True
CUST01225,France (siège),Cannes,Recommandation VIC,2025-03-11,Client fidèle,3,25746.06,True,True
CUST01226,Chine,Hong Kong,Boutique (walk-in),2025-11-03,Découverte,1,2138.05,False,True
CUST01227,France (siège),Cannes,Boutique (walk-in),2024-12-24,Client fidèle,3,58237.34,True,True
CUST01228,Chine,Shanghai,Digital / en ligne,2025-06-19,Découverte,1,923.13,False,False
CUST01229,France (siège),Cannes,Événement privé,2024-09-14,Client fidèle,4,29723.82,True,True
CUST01230,USA,Beverly Hills,Boutique (walk-in),2024-11-20,Client fidèle,4,39804.49,True,True
CUST01231,Chine,Hong Kong,Boutique (walk-in),2026-03-04,Découverte,0,0.0,False,False
CUST01232,Moyen-Orient,Abu Dhabi,Boutique (walk-in),2024-11-25,Client fidèle,3,47850.42,False,True
CUST01233,USA,Beverly Hills,Recommandation VIC,2025-11-29,Découverte,1,14951.41,False,True
CUST01234,Moyen-Orient,Dubaï Mall,Événement privé,2026-02-24,Découverte,1,1729.68,False,True
CUST01235,Chine,Pékin,Recommandation VIC,2025-09-22,Client fidèle,1,30597.36,False,True
CUST01236,Moyen-Orient,Dubaï Mall,Digital / en ligne,2026-02-17,Découverte,1,737.16,False,True
CUST01237,Chine,Hong Kong,Événement privé,2025-03-12,Client fidèle,3,22084.96,False,True
CUST01238,Moyen-Orient,Dubaï Mall,Boutique (walk-in),2026-02-04,Découverte,0,0.0,False,False
CUST01239,France (siège),Paris Vendôme,Digital / en ligne,2025-04-16,Client fidèle,3,36583.48,False,True
CUST01240,Moyen-Orient,Dubaï Mall,Digital / en ligne,2025-04-25,Découverte,3,2484.62,True,True
CUST01241,France (siège),Paris Champs-Élysées,Digital / en ligne,2025-02-09,Découverte,2,1502.31,False,False
CUST01242,Chine,Hong Kong,Recommandation VIC,2025-10-22,Découverte,1,11802.58,False,True
CUST01243,Japon,Osaka,Recommandation VIC,2024-10-01,Client fidèle,3,28828.46,False,False
CUST01244,France (siège),Cannes,Événement privé,2025-07-22,Découverte,1,13462.53,False,True
CUST01245,France (siège),Paris Vendôme,Recommandation VIC,2026-04-22,Découverte,0,0.0,False,False
CUST01246,Japon,Tokyo Ginza,Boutique (walk-in),2025-10-22,Client fidèle,1,22142.63,False,True
CUST01247,USA,New York 5th Ave,Digital / en ligne,2024-12-01,Client fidèle,4,43490.17,True,True
CUST01248,France (siège),Paris Vendôme,Boutique (walk-in),2025-10-15,VIC,1,150492.78,False,True
CUST01249,USA,Beverly Hills,Digital / en ligne,2024-12-26,Client fidèle,3,41031.99,True,True
CUST01250,USA,Beverly Hills,Recommandation VIC,2025-02-23,Client fidèle,3,23409.74,True,True
CUST01251,USA,Bal Harbour,Recommandation VIC,2026-02-23,Découverte,1,7416.61,False,True
CUST01252,USA,Beverly Hills,Recommandation VIC,2025-01-31,VIC,3,158293.04,True,False
CUST01253,Chine,Hong Kong,Recommandation VIC,2025-08-25,Client fidèle,1,23066.0,False,True
CUST01254,USA,Bal Harbour,Boutique (walk-in),2025-04-02,Client fidèle,2,38978.97,False,True
CUST01255,France (siège),Paris Vendôme,Boutique (walk-in),2025-11-05,Découverte,1,771.1,False,True
CUST01256,Japon,Osaka,Recommandation VIC,2026-04-21,Découverte,0,0.0,False,False
CUST01257,France (siège),Cannes,Digital / en ligne,2025-08-20,Client fidèle,2,29174.64,True,True
CUST01258,USA,Beverly Hills,Événement privé,2025-09-16,Client fidèle,2,45529.99,False,True
CUST01259,Moyen-Orient,Abu Dhabi,Recommandation VIC,2025-06-14,VIC,2,105784.78,True,True
CUST01260,USA,New York 5th Ave,Événement privé,2024-12-10,Découverte,2,15143.97,True,False
CUST01261,USA,Beverly Hills,Recommandation VIC,2025-05-25,Découverte,2,11366.69,True,False
CUST01262,Chine,Hong Kong,Recommandation VIC,2025-08-14,Découverte,1,1403.61,False,True
CUST01263,Japon,Osaka,Boutique (walk-in),2025-09-23,Découverte,1,11938.92,False,True
CUST01264,Moyen-Orient,Dubaï Mall,Digital / en ligne,2024-11-28,Découverte,3,16013.42,True,True
CUST01265,Chine,Shanghai,Événement privé,2025-07-03,VIC,2,103689.8,False,True
CUST01266,Chine,Pékin,Digital / en ligne,2026-02-08,Client fidèle,1,21167.81,False,True
CUST01267,France (siège),Paris Vendôme,Recommandation VIC,2024-09-11,Client fidèle,4,30620.13,True,True
CUST01268,France (siège),Cannes,Digital / en ligne,2025-08-05,Client fidèle,2,33135.32,True,True
CUST01269,France (siège),Cannes,Digital / en ligne,2025-09-15,Client fidèle,2,23364.77,False,True
CUST01270,Moyen-Orient,Dubaï Mall,Boutique (walk-in),2024-12-25,VIC,3,166277.49,False,True
CUST01271,Chine,Pékin,Boutique (walk-in),2025-01-22,Client fidèle,3,20425.18,False,True
CUST01272,USA,Bal Harbour,Événement privé,2026-03-06,Découverte,0,0.0,False,False
CUST01273,France (siège),Paris Champs-Élysées,Recommandation VIC,2025-04-17,VIC,4,174267.72,True,True
CUST01274,Chine,Hong Kong,Boutique (walk-in),2025-09-27,Découverte,1,514.28,False,True
CUST01275,Japon,Osaka,Recommandation VIC,2024-11-02,Découverte,4,8276.89,True,True
CUST01276,Moyen-Orient,Dubaï Mall,Digital / en ligne,2024-12-09,Découverte,3,11141.16,True,True
CUST01277,Moyen-Orient,Abu Dhabi,Boutique (walk-in),2026-03-21,Découverte,0,0.0,False,False
CUST01278,France (siège),Paris Champs-Élysées,Recommandation VIC,2025-07-12,Découverte,2,1982.98,False,True
CUST01279,Moyen-Orient,Dubaï Mall,Événement privé,2025-09-11,Client fidèle,2,29463.12,True,True
CUST01280,USA,Beverly Hills,Recommandation VIC,2024-09-09,Découverte,1,713.65,False,False
CUST01281,France (siège),Cannes,Recommandation VIC,2026-02-13,Client fidèle,1,49091.1,False,True
CUST01282,USA,Bal Harbour,Recommandation VIC,2026-01-23,Client fidèle,1,33546.7,False,True
CUST01283,Japon,Tokyo Ginza,Recommandation VIC,2025-11-14,Découverte,1,8853.52,False,True
CUST01284,Chine,Hong Kong,Recommandation VIC,2025-12-29,Découverte,1,325.26,False,True
CUST01285,USA,Bal Harbour,Recommandation VIC,2024-12-06,Client fidèle,3,24115.61,True,True
CUST01286,USA,New York 5th Ave,Digital / en ligne,2025-07-21,Client fidèle,2,32046.81,False,False
CUST01287,France (siège),Cannes,Digital / en ligne,2025-01-16,Découverte,3,15855.89,True,True
CUST01288,USA,Bal Harbour,Événement privé,2025-06-25,Découverte,2,14201.65,True,False
CUST01289,France (siège),Cannes,Recommandation VIC,2026-02-08,Client fidèle,1,29043.05,False,True
CUST01290,Japon,Osaka,Digital / en ligne,2025-07-12,Client fidèle,2,21709.18,False,True
CUST01291,Moyen-Orient,Dubaï Mall,Boutique (walk-in),2025-04-21,Client fidèle,2,31158.66,True,True
CUST01292,Japon,Osaka,Recommandation VIC,2025-09-25,VIC,2,113133.29,False,True
CUST01293,Moyen-Orient,Dubaï Mall,Événement privé,2026-02-19,Découverte,0,0.0,False,False
CUST01294,USA,New York 5th Ave,Boutique (walk-in),2025-06-09,VIC,2,152341.09,False,True
CUST01295,France (siège),Cannes,Boutique (walk-in),2024-10-29,Découverte,3,16987.28,True,True
CUST01296,Moyen-Orient,Abu Dhabi,Boutique (walk-in),2026-04-04,Découverte,0,0.0,False,False
CUST01297,France (siège),Paris Champs-Élysées,Boutique (walk-in),2025-10-10,Découverte,1,4760.96,False,True
CUST01298,France (siège),Paris Vendôme,Digital / en ligne,2025-09-23,Client fidèle,2,27215.59,True,True
CUST01299,France (siège),Paris Champs-Élysées,Recommandation VIC,2025-04-01,Découverte,1,710.4,False,False
CUST01300,Japon,Osaka,Boutique (walk-in),2026-01-25,Découverte,1,12986.16,False,False
CUST01301,Chine,Pékin,Recommandation VIC,2025-11-13,Découverte,1,12428.44,False,True
CUST01302,France (siège),Cannes,Digital / en ligne,2024-12-05,Client fidèle,3,21646.83,True,False
CUST01303,USA,Beverly Hills,Recommandation VIC,2026-02-10,Découverte,1,844.69,False,True
CUST01304,France (siège),Paris Champs-Élysées,Recommandation VIC,2025-08-20,VIC,2,200379.41,True,True
CUST01305,France (siège),Paris Champs-Élysées,Digital / en ligne,2024-12-12,Découverte,3,16564.62,False,True
CUST01306,France (siège),Cannes,Boutique (walk-in),2025-11-07,Découverte,1,780.43,False,True
CUST01307,USA,Beverly Hills,Recommandation VIC,2025-10-05,Découverte,1,1205.74,False,False
CUST01308,USA,New York 5th Ave,Digital / en ligne,2024-12-27,VIC,2,91464.77,True,False
CUST01309,USA,New York 5th Ave,Recommandation VIC,2026-02-03,Découverte,0,0.0,False,False
CUST01310,France (siège),Paris Vendôme,Boutique (walk-in),2025-08-30,Découverte,2,12922.16,False,True
CUST01311,USA,Bal Harbour,Boutique (walk-in),2025-05-14,Découverte,2,1159.83,True,True
CUST01312,Moyen-Orient,Dubaï Mall,Boutique (walk-in),2025-04-23,Découverte,3,11170.96,True,True
CUST01313,Moyen-Orient,Dubaï Mall,Recommandation VIC,2025-08-24,Découverte,1,810.08,False,True
CUST01314,France (siège),Paris Champs-Élysées,Recommandation VIC,2026-04-10,Découverte,0,0.0,False,False
CUST01315,Chine,Hong Kong,Recommandation VIC,2024-11-01,Client fidèle,3,25448.61,True,True
CUST01316,Moyen-Orient,Abu Dhabi,Boutique (walk-in),2024-12-06,Découverte,3,2248.49,False,True
CUST01317,Moyen-Orient,Abu Dhabi,Boutique (walk-in),2024-11-06,Client fidèle,3,18812.15,True,False
CUST01318,Moyen-Orient,Dubaï Mall,Événement privé,2024-12-30,VIC,3,65710.41,False,True
CUST01319,France (siège),Cannes,Boutique (walk-in),2025-11-13,Découverte,1,772.49,False,True
CUST01320,Moyen-Orient,Abu Dhabi,Événement privé,2025-10-05,Client fidèle,2,59749.86,False,False
CUST01321,France (siège),Paris Champs-Élysées,Recommandation VIC,2025-02-18,Client fidèle,3,18130.11,False,True
CUST01322,France (siège),Cannes,Digital / en ligne,2026-01-09,Découverte,1,594.77,False,True
CUST01323,France (siège),Paris Champs-Élysées,Digital / en ligne,2024-12-16,Découverte,1,13975.66,False,False
CUST01324,USA,New York 5th Ave,Recommandation VIC,2025-02-28,Découverte,2,11862.62,False,True
CUST01325,France (siège),Cannes,Événement privé,2025-03-01,Client fidèle,2,26662.15,True,True
CUST01326,France (siège),Paris Vendôme,Digital / en ligne,2025-09-14,VIC,2,97486.99,True,True
CUST01327,Chine,Hong Kong,Boutique (walk-in),2024-09-09,Client fidèle,4,58880.32,True,True
CUST01328,USA,Bal Harbour,Événement privé,2025-11-17,Client fidèle,1,21354.97,False,True
CUST01329,Chine,Pékin,Recommandation VIC,2025-06-01,Client fidèle,2,39035.36,False,True
CUST01330,Moyen-Orient,Abu Dhabi,Recommandation VIC,2026-04-05,Découverte,0,0.0,False,False
CUST01331,France (siège),Paris Vendôme,Boutique (walk-in),2024-12-04,VIC,3,127867.1,True,True
CUST01332,Japon,Tokyo Ginza,Événement privé,2025-03-10,Client fidèle,3,26859.97,False,False
CUST01333,Chine,Shanghai,Digital / en ligne,2026-04-18,Découverte,0,0.0,False,False
CUST01334,Chine,Pékin,Événement privé,2025-01-23,Client fidèle,3,24300.29,True,True
CUST01335,Chine,Shanghai,Digital / en ligne,2024-11-29,VIC,3,111923.37,True,True
CUST01336,Japon,Tokyo Ginza,Événement privé,2024-12-17,Découverte,2,1459.57,False,False
CUST01337,Moyen-Orient,Dubaï Mall,Événement privé,2025-03-04,Client fidèle,3,40607.44,False,False
CUST01338,Moyen-Orient,Abu Dhabi,Recommandation VIC,2025-08-08,Client fidèle,2,42385.01,True,True
CUST01339,USA,Beverly Hills,Boutique (walk-in),2024-11-09,Client fidèle,3,34242.66,False,True
CUST01340,USA,Beverly Hills,Recommandation VIC,2025-03-09,Découverte,3,2233.21,True,False
CUST01341,Moyen-Orient,Abu Dhabi,Recommandation VIC,2025-10-18,Client fidèle,1,31730.5,False,True
CUST01342,USA,Bal Harbour,Boutique (walk-in),2024-11-28,VIC,1,111869.77,False,False
