touchpoint_id,customer_id,touchpoint_date,type,market
TP004668,CUST01216,2025-12-27,Visite site e-commerce,France (siège)
TP004669,CUST01216,2026-05-14,Événement VIC,France (siège)
TP004670,CUST01216,2026-05-30,Événement VIC,France (siège)
TP004671,CUST01217,2025-04-22,Rendez-vous boutique,USA
TP004672,CUST01217,2025-08-11,Ouverture newsletter,USA
TP004673,CUST01217,2025-12-21,Événement VIC,USA
TP004674,CUST01217,2026-04-05,Ouverture newsletter,USA
TP004675,CUST01217,2026-04-04,Ouverture newsletter,USA
TP004676,CUST01219,2025-05-16,Appel conseiller de vente,Moyen-Orient
TP004677,CUST01219,2025-11-21,Appel conseiller de vente,Moyen-Orient
TP004678,CUST01219,2025-11-24,Ouverture newsletter,Moyen-Orient
TP004679,CUST01219,2026-05-18,Événement VIC,Moyen-Orient
TP004680,CUST01219,2026-05-17,Événement VIC,Moyen-Orient
TP004681,CUST01219,2026-05-27,Ouverture newsletter,Moyen-Orient
TP004682,CUST01220,2026-05-13,Ouverture newsletter,USA
TP004683,CUST01221,2026-07-17,Événement VIC,Moyen-Orient
TP004684,CUST01222,2026-01-26,Appel conseiller de vente,Chine
TP004685,CUST01222,2026-02-11,Appel conseiller de vente,Chine
TP004686,CUST01222,2026-02-12,Événement VIC,Chine
TP004687,CUST01223,2026-07-30,Ouverture newsletter,Moyen-Orient
TP004688,CUST01223,2026-07-30,Ouverture newsletter,Moyen-Orient
TP004689,CUST01223,2026-07-10,Appel conseiller de vente,Moyen-Orient
TP004690,CUST01224,2025-08-17,Événement VIC,Chine
TP004691,CUST01224,2025-07-26,Événement VIC,Chine
TP004692,CUST01224,2025-08-04,Appel conseiller de vente,Chine
TP004693,CUST01224,2026-01-25,Visite site e-commerce,Chine
TP004694,CUST01224,2026-01-29,Visite site e-commerce,Chine
TP004695,CUST01224,2026-07-24,Rendez-vous boutique,Chine
TP004696,CUST01226,2025-08-23,Appel conseiller de vente,France (siège)
TP004697,CUST01226,2025-09-10,Visite site e-commerce,France (siège)
TP004698,CUST01226,2025-09-13,Visite site e-commerce,France (siège)
TP004699,CUST01226,2026-01-26,Rendez-vous boutique,France (siège)
TP004700,CUST01226,2026-01-24,Ouverture newsletter,France (siège)
TP004701,CUST01226,2026-07-08,Ouverture newsletter,France (siège)
TP004702,CUST01226,2026-06-27,Événement VIC,France (siège)
TP004703,CUST01226,2026-07-08,Événement VIC,France (siège)
TP004704,CUST01227,2025-10-04,Visite site e-commerce,Moyen-Orient
TP004705,CUST01227,2026-02-27,Événement VIC,Moyen-Orient
TP004706,CUST01227,2026-02-24,Rendez-vous boutique,Moyen-Orient
TP004707,CUST01227,2026-07-05,Événement VIC,Moyen-Orient
TP004708,CUST01228,2025-06-24,Événement VIC,France (siège)
TP004709,CUST01228,2025-06-27,Ouverture newsletter,France (siège)
TP004710,CUST01228,2025-06-30,Rendez-vous boutique,France (siège)
TP004711,CUST01228,2025-12-15,Appel conseiller de vente,France (siège)
TP004712,CUST01228,2025-12-18,Rendez-vous boutique,France (siège)
TP004713,CUST01228,2025-12-22,Rendez-vous boutique,France (siège)
TP004714,CUST01229,2026-04-18,Ouverture newsletter,Chine
TP004715,CUST01230,2025-03-17,Rendez-vous boutique,Japon
TP004716,CUST01230,2025-08-20,Visite site e-commerce,Japon
TP004717,CUST01230,2025-08-28,Événement VIC,Japon
TP004718,CUST01230,2025-12-31,Événement VIC,Japon
TP004719,CUST01231,2026-01-20,Visite site e-commerce,France (siège)
TP004720,CUST01231,2026-01-28,Appel conseiller de vente,France (siège)
TP004721,CUST01231,2026-01-12,Ouverture newsletter,France (siège)
TP004722,CUST01233,2026-04-14,Ouverture newsletter,Japon
TP004723,CUST01233,2026-04-19,Visite site e-commerce,Japon
TP004724,CUST01233,2026-04-20,Événement VIC,Japon
TP004725,CUST01234,2025-04-09,Ouverture newsletter,USA
TP004726,CUST01234,2025-09-05,Appel conseiller de vente,USA
TP004727,CUST01234,2025-09-08,Visite site e-commerce,USA
TP004728,CUST01234,2025-08-30,Ouverture newsletter,USA
TP004729,CUST01234,2026-01-02,Événement VIC,USA
TP004730,CUST01234,2026-01-25,Visite site e-commerce,USA
TP004731,CUST01234,2026-01-09,Événement VIC,USA
TP004732,CUST01234,2026-07-20,Événement VIC,USA
TP004733,CUST01234,2026-07-03,Événement VIC,USA
TP004734,CUST01235,2026-04-03,Appel conseiller de vente,France (siège)
TP004735,CUST01235,2026-03-23,Événement VIC,France (siège)
TP004736,CUST01236,2025-05-19,Événement VIC,USA
TP004737,CUST01236,2025-05-01,Ouverture newsletter,USA
TP004738,CUST01236,2025-04-28,Appel conseiller de vente,USA
TP004739,CUST01236,2025-10-27,Visite site e-commerce,USA
TP004740,CUST01236,2025-11-05,Ouverture newsletter,USA
TP004741,CUST01236,2026-03-06,Événement VIC,USA
TP004742,CUST01236,2026-02-28,Appel conseiller de vente,USA
TP004743,CUST01237,2025-07-14,Ouverture newsletter,USA
TP004744,CUST01237,2026-01-20,Ouverture newsletter,USA
TP004745,CUST01237,2026-01-25,Ouverture newsletter,USA
TP004746,CUST01237,2026-02-05,Ouverture newsletter,USA
TP004747,CUST01237,2026-07-26,Événement VIC,USA
TP004748,CUST01237,2026-07-22,Appel conseiller de vente,USA
TP004749,CUST01237,2026-07-20,Ouverture newsletter,USA
TP004750,CUST01238,2026-07-04,Événement VIC,USA
TP004751,CUST01238,2026-07-05,Visite site e-commerce,USA
TP004752,CUST01238,2026-06-21,Événement VIC,USA
TP004753,CUST01239,2025-07-23,Visite site e-commerce,USA
TP004754,CUST01239,2025-08-03,Ouverture newsletter,USA
TP004755,CUST01239,2025-08-03,Rendez-vous boutique,USA
TP004756,CUST01239,2026-01-10,Visite site e-commerce,USA
TP004757,CUST01239,2026-01-02,Appel conseiller de vente,USA
TP004758,CUST01239,2026-01-13,Appel conseiller de vente,USA
TP004759,CUST01239,2026-07-18,Appel conseiller de vente,USA
TP004760,CUST01239,2026-07-18,Visite site e-commerce,USA
TP004761,CUST01240,2026-02-05,Appel conseiller de vente,Chine
TP004762,CUST01240,2026-02-03,Appel conseiller de vente,Chine
TP004763,CUST01241,2025-08-24,Visite site e-commerce,USA
TP004764,CUST01241,2026-03-12,Visite site e-commerce,USA
TP004765,CUST01241,2026-03-19,Rendez-vous boutique,USA
TP004766,CUST01242,2026-03-06,Ouverture newsletter,France (siège)
TP004767,CUST01242,2026-03-23,Événement VIC,France (siège)
TP004768,CUST01242,2026-03-23,Rendez-vous boutique,France (siège)
TP004769,CUST01244,2026-01-30,Ouverture newsletter,France (siège)
TP004770,CUST01244,2026-06-12,Événement VIC,France (siège)
TP004771,CUST01244,2026-07-03,Rendez-vous boutique,France (siège)
TP004772,CUST01245,2026-02-22,Visite site e-commerce,USA
TP004773,CUST01245,2026-07-30,Rendez-vous boutique,USA
TP004774,CUST01246,2025-11-06,Événement VIC,Moyen-Orient
TP004775,CUST01246,2025-11-04,Événement VIC,Moyen-Orient
TP004776,CUST01246,2025-11-15,Événement VIC,Moyen-Orient
TP004777,CUST01246,2026-03-25,Ouverture newsletter,Moyen-Orient
TP004778,CUST01247,2025-06-16,Événement VIC,USA
TP004779,CUST01247,2025-06-17,Appel conseiller de vente,USA
TP004780,CUST01247,2025-06-22,Visite site e-commerce,USA
TP004781,CUST01247,2025-11-21,Ouverture newsletter,USA
TP004782,CUST01247,2025-11-10,Rendez-vous boutique,USA
TP004783,CUST01247,2025-11-12,Événement VIC,USA
TP004784,CUST01248,2025-10-07,Événement VIC,USA
TP004785,CUST01248,2025-10-04,Visite site e-commerce,USA
TP004786,CUST01248,2026-02-23,Rendez-vous boutique,USA
TP004787,CUST01248,2026-02-26,Événement VIC,USA
TP004788,CUST01248,2026-03-01,Rendez-vous boutique,USA
TP004789,CUST01249,2026-01-22,Rendez-vous boutique,Chine
TP004790,CUST01249,2026-01-31,Rendez-vous boutique,Chine
TP004791,CUST01249,2026-01-22,Appel conseiller de vente,Chine
TP004792,CUST01250,2026-02-20,Événement VIC,Japon
TP004793,CUST01250,2026-02-16,Rendez-vous boutique,Japon
TP004794,CUST01251,2025-06-25,Rendez-vous boutique,Moyen-Orient
TP004795,CUST01251,2025-06-22,Appel conseiller de vente,Moyen-Orient
TP004796,CUST01251,2025-12-19,Événement VIC,Moyen-Orient
TP004797,CUST01251,2025-12-23,Ouverture newsletter,Moyen-Orient
TP004798,CUST01251,2025-12-21,Événement VIC,Moyen-Orient
TP004799,CUST01251,2026-06-09,Ouverture newsletter,Moyen-Orient
TP004800,CUST01251,2026-06-09,Ouverture newsletter,Moyen-Orient
TP004801,CUST01252,2025-10-26,Rendez-vous boutique,Chine
TP004802,CUST01252,2025-10-21,Rendez-vous boutique,Chine
TP004803,CUST01252,2025-10-27,Visite site e-commerce,Chine
TP004804,CUST01252,2026-04-03,Appel conseiller de vente,Chine
TP004805,CUST01253,2026-07-18,Appel conseiller de vente,Chine
TP004806,CUST01253,2026-07-18,Visite site e-commerce,Chine
TP004807,CUST01254,2025-02-01,Appel conseiller de vente,France (siège)
TP004808,CUST01254,2025-01-21,Visite site e-commerce,France (siège)
TP004809,CUST01254,2025-06-20,Appel conseiller de vente,France (siège)
TP004810,CUST01254,2025-12-09,Rendez-vous boutique,France (siège)
TP004811,CUST01254,2025-12-03,Visite site e-commerce,France (siège)
TP004812,CUST01254,2025-12-13,Visite site e-commerce,France (siège)
TP004813,CUST01254,2026-06-09,Rendez-vous boutique,France (siège)
TP004814,CUST01254,2026-06-16,Ouverture newsletter,France (siège)
TP004815,CUST01254,2026-06-02,Ouverture newsletter,France (siège)
TP004816,CUST01255,2026-01-30,Rendez-vous boutique,France (siège)
TP004817,CUST01255,2026-02-08,Ouverture newsletter,France (siège)
TP004818,CUST01255,2026-06-10,Ouverture newsletter,France (siège)
TP004819,CUST01255,2026-06-15,Rendez-vous boutique,France (siège)
TP004820,CUST01255,2026-06-20,Visite site e-commerce,France (siège)
TP004821,CUST01256,2026-03-05,Événement VIC,France (siège)
TP004822,CUST01256,2026-06-30,Visite site e-commerce,France (siège)
TP004823,CUST01256,2026-07-09,Événement VIC,France (siège)
TP004824,CUST01257,2025-05-26,Rendez-vous boutique,Moyen-Orient
TP004825,CUST01257,2025-09-27,Événement VIC,Moyen-Orient
TP004826,CUST01257,2026-02-23,Appel conseiller de vente,Moyen-Orient
TP004827,CUST01257,2026-02-19,Ouverture newsletter,Moyen-Orient
TP004828,CUST01257,2026-03-02,Appel conseiller de vente,Moyen-Orient
TP004829,CUST01258,2025-06-17,Rendez-vous boutique,Chine
TP004830,CUST01258,2025-06-05,Ouverture newsletter,Chine
TP004831,CUST01258,2025-06-01,Événement VIC,Chine
TP004832,CUST01258,2025-12-05,Ouverture newsletter,Chine
TP004833,CUST01258,2026-05-30,Rendez-vous boutique,Chine
TP004834,CUST01260,2025-06-29,Visite site e-commerce,France (siège)
TP004835,CUST01260,2025-07-03,Appel conseiller de vente,France (siège)
TP004836,CUST01260,2025-11-08,Ouverture newsletter,France (siège)
TP004837,CUST01260,2025-11-12,Visite site e-commerce,France (siège)
TP004838,CUST01260,2025-11-16,Ouverture newsletter,France (siège)
TP004839,CUST01260,2026-03-16,Visite site e-commerce,France (siège)
TP004840,CUST01260,2026-03-16,Ouverture newsletter,France (siège)
TP004841,CUST01260,2026-07-30,Événement VIC,France (siège)
TP004842,CUST01261,2025-06-09,Événement VIC,Moyen-Orient
TP004843,CUST01261,2025-11-18,Ouverture newsletter,Moyen-Orient
TP004844,CUST01261,2025-11-01,Visite site e-commerce,Moyen-Orient
TP004845,CUST01261,2026-04-16,Visite site e-commerce,Moyen-Orient
TP004846,CUST01261,2026-03-31,Appel conseiller de vente,Moyen-Orient
TP004847,CUST01263,2026-05-05,Ouverture newsletter,Chine
TP004848,CUST01263,2026-05-07,Rendez-vous boutique,Chine
TP004849,CUST01263,2026-05-06,Rendez-vous boutique,Chine
TP004850,CUST01264,2026-03-24,Ouverture newsletter,France (siège)
TP004851,CUST01264,2026-07-16,Événement VIC,France (siège)
TP004852,CUST01264,2026-07-04,Appel conseiller de vente,France (siège)
TP004853,CUST01264,2026-07-09,Ouverture newsletter,France (siège)
TP004854,CUST01266,2026-03-10,Événement VIC,Japon
TP004855,CUST01266,2026-03-07,Visite site e-commerce,Japon
TP004856,CUST01266,2026-03-12,Ouverture newsletter,Japon
TP004857,CUST01267,2026-07-13,Rendez-vous boutique,France (siège)
TP004858,CUST01267,2026-07-04,Ouverture newsletter,France (siège)
TP004859,CUST01268,2025-05-08,Appel conseiller de vente,Chine
TP004860,CUST01268,2025-05-15,Ouverture newsletter,Chine
TP004861,CUST01268,2025-05-10,Rendez-vous boutique,Chine
TP004862,CUST01268,2025-09-23,Ouverture newsletter,Chine
TP004863,CUST01268,2026-02-19,Événement VIC,Chine
TP004864,CUST01269,2025-04-26,Visite site e-commerce,Chine
TP004865,CUST01269,2025-04-29,Événement VIC,Chine
TP004866,CUST01269,2025-09-20,Ouverture newsletter,Chine
TP004867,CUST01269,2025-10-08,Événement VIC,Chine
TP004868,CUST01269,2025-09-25,Appel conseiller de vente,Chine
TP004869,CUST01269,2026-03-20,Appel conseiller de vente,Chine
TP004870,CUST01270,2025-08-28,Rendez-vous boutique,USA
TP004871,CUST01270,2026-02-09,Visite site e-commerce,USA
TP004872,CUST01270,2026-01-31,Appel conseiller de vente,USA
TP004873,CUST01270,2026-02-10,Ouverture newsletter,USA
TP004874,CUST01270,2026-07-18,Événement VIC,USA
TP004875,CUST01271,2026-01-12,Événement VIC,Japon
TP004876,CUST01271,2026-01-23,Rendez-vous boutique,Japon
TP004877,CUST01271,2026-01-30,Visite site e-commerce,Japon
TP004878,CUST01273,2025-05-28,Appel conseiller de vente,Moyen-Orient
TP004879,CUST01273,2025-05-27,Appel conseiller de vente,Moyen-Orient
TP004880,CUST01273,2025-05-14,Rendez-vous boutique,Moyen-Orient
TP004881,CUST01274,2025-05-31,Ouverture newsletter,USA
TP004882,CUST01274,2025-06-02,Événement VIC,USA
TP004883,CUST01274,2025-06-11,Appel conseiller de vente,USA
TP004884,CUST01274,2025-11-15,Appel conseiller de vente,USA
TP004885,CUST01274,2025-11-16,Événement VIC,USA
TP004886,CUST01274,2026-05-03,Événement VIC,USA
TP004887,CUST01274,2026-04-28,Ouverture newsletter,USA
TP004888,CUST01275,2025-06-24,Ouverture newsletter,USA
TP004889,CUST01276,2025-01-10,Appel conseiller de vente,Chine
TP004890,CUST01276,2025-06-28,Visite site e-commerce,Chine
TP004891,CUST01276,2025-06-22,Rendez-vous boutique,Chine
TP004892,CUST01276,2025-11-03,Appel conseiller de vente,Chine
TP004893,CUST01276,2026-04-05,Appel conseiller de vente,Chine
TP004894,CUST01277,2025-10-27,Appel conseiller de vente,Moyen-Orient
TP004895,CUST01277,2025-10-20,Visite site e-commerce,Moyen-Orient
TP004896,CUST01277,2026-01-27,Rendez-vous boutique,Moyen-Orient
TP004897,CUST01277,2026-01-17,Appel conseiller de vente,Moyen-Orient
TP004898,CUST01277,2026-02-10,Ouverture newsletter,Moyen-Orient
TP004899,CUST01277,2026-07-21,Visite site e-commerce,Moyen-Orient
TP004900,CUST01278,2026-02-09,Événement VIC,USA
TP004901,CUST01278,2026-01-20,Événement VIC,USA
TP004902,CUST01278,2026-02-09,Événement VIC,USA
TP004903,CUST01278,2026-07-04,Visite site e-commerce,USA
TP004904,CUST01279,2025-10-25,Rendez-vous boutique,Japon
TP004905,CUST01279,2025-11-04,Ouverture newsletter,Japon
TP004906,CUST01279,2026-05-19,Appel conseiller de vente,Japon
TP004907,CUST01280,2025-02-08,Événement VIC,France (siège)
TP004908,CUST01280,2025-02-21,Rendez-vous boutique,France (siège)
TP004909,CUST01280,2025-08-04,Visite site e-commerce,France (siège)
TP004910,CUST01280,2025-07-25,Appel conseiller de vente,France (siège)
TP004911,CUST01280,2026-01-28,Appel conseiller de vente,France (siège)
TP004912,CUST01280,2026-01-29,Rendez-vous boutique,France (siège)
TP004913,CUST01281,2025-04-20,Appel conseiller de vente,Chine
TP004914,CUST01281,2025-04-17,Événement VIC,Chine
TP004915,CUST01281,2025-05-06,Ouverture newsletter,Chine
TP004916,CUST01281,2025-09-20,Ouverture newsletter,Chine
TP004917,CUST01281,2026-03-06,Ouverture newsletter,Chine
TP004918,CUST01281,2026-02-26,Rendez-vous boutique,Chine
TP004919,CUST01281,2026-06-24,Visite site e-commerce,Chine
TP004920,CUST01281,2026-06-23,Visite site e-commerce,Chine
TP004921,CUST01282,2025-06-05,Appel conseiller de vente,Japon
TP004922,CUST01282,2025-05-28,Ouverture newsletter,Japon
TP004923,CUST01282,2025-09-09,Rendez-vous boutique,Japon
TP004924,CUST01282,2026-01-02,Événement VIC,Japon
TP004925,CUST01282,2026-01-16,Événement VIC,Japon
TP004926,CUST01282,2026-04-23,Ouverture newsletter,Japon
TP004927,CUST01282,2026-04-24,Événement VIC,Japon
TP004928,CUST01282,2026-04-23,Ouverture newsletter,Japon
TP004929,CUST01283,2026-02-28,Visite site e-commerce,France (siège)
TP004930,CUST01283,2026-02-23,Ouverture newsletter,France (siège)
TP004931,CUST01283,2026-02-11,Ouverture newsletter,France (siège)
TP004932,CUST01283,2026-07-27,Événement VIC,France (siège)
TP004933,CUST01283,2026-07-26,Visite site e-commerce,France (siège)
TP004934,CUST01284,2024-12-21,Ouverture newsletter,Japon
TP004935,CUST01284,2025-03-25,Ouverture newsletter,Japon
TP004936,CUST01284,2025-03-21,Ouverture newsletter,Japon
TP004937,CUST01284,2025-06-17,Visite site e-commerce,Japon
TP004938,CUST01284,2025-06-19,Appel conseiller de vente,Japon
TP004939,CUST01284,2025-10-04,Événement VIC,Japon
TP004940,CUST01284,2025-10-17,Appel conseiller de vente,Japon
TP004941,CUST01284,2026-01-14,Ouverture newsletter,Japon
TP004942,CUST01284,2026-01-25,Appel conseiller de vente,Japon
TP004943,CUST01284,2026-01-20,Ouverture newsletter,Japon
TP004944,CUST01284,2026-04-14,Visite site e-commerce,Japon
TP004945,CUST01285,2026-05-11,Ouverture newsletter,Japon
TP004946,CUST01285,2026-06-02,Ouverture newsletter,Japon
TP004947,CUST01285,2026-05-12,Appel conseiller de vente,Japon
TP004948,CUST01286,2025-09-25,Appel conseiller de vente,USA
TP004949,CUST01286,2026-04-28,Événement VIC,USA
TP004950,CUST01286,2026-04-16,Appel conseiller de vente,USA
TP004951,CUST01286,2026-04-10,Ouverture newsletter,USA
TP004952,CUST01287,2025-11-12,Appel conseiller de vente,France (siège)
TP004953,CUST01287,2025-10-23,Visite site e-commerce,France (siège)
TP004954,CUST01287,2025-10-31,Événement VIC,France (siège)
TP004955,CUST01287,2026-03-11,Rendez-vous boutique,France (siège)
TP004956,CUST01290,2025-04-02,Visite site e-commerce,USA
TP004957,CUST01290,2025-03-11,Appel conseiller de vente,USA
TP004958,CUST01290,2025-09-16,Ouverture newsletter,USA
TP004959,CUST01290,2025-09-14,Rendez-vous boutique,USA
TP004960,CUST01290,2026-03-19,Appel conseiller de vente,USA
TP004961,CUST01291,2026-01-07,Ouverture newsletter,Moyen-Orient
TP004962,CUST01291,2026-01-03,Visite site e-commerce,Moyen-Orient
TP004963,CUST01291,2026-06-22,Rendez-vous boutique,Moyen-Orient
TP004964,CUST01292,2025-11-29,Rendez-vous boutique,USA
TP004965,CUST01293,2025-05-29,Appel conseiller de vente,Japon
TP004966,CUST01293,2025-05-17,Visite site e-commerce,Japon
TP004967,CUST01293,2025-05-19,Ouverture newsletter,Japon
TP004968,CUST01293,2025-10-23,Événement VIC,Japon
TP004969,CUST01293,2025-11-13,Appel conseiller de vente,Japon
TP004970,CUST01293,2026-04-21,Visite site e-commerce,Japon
TP004971,CUST01293,2026-04-19,Ouverture newsletter,Japon
TP004972,CUST01294,2026-03-28,Ouverture newsletter,USA
TP004973,CUST01294,2026-04-06,Visite site e-commerce,USA
TP004974,CUST01294,2026-03-30,Appel conseiller de vente,USA
TP004975,CUST01296,2025-09-15,Visite site e-commerce,Chine
TP004976,CUST01296,2025-10-02,Visite site e-commerce,Chine
TP004977,CUST01296,2025-12-27,Rendez-vous boutique,Chine
TP004978,CUST01296,2025-12-28,Visite site e-commerce,Chine
TP004979,CUST01296,2026-04-12,Ouverture newsletter,Chine
TP004980,CUST01296,2026-04-12,Visite site e-commerce,Chine
TP004981,CUST01297,2025-05-16,Visite site e-commerce,Japon
TP004982,CUST01297,2025-05-26,Ouverture newsletter,Japon
TP004983,CUST01297,2025-05-09,Rendez-vous boutique,Japon
TP004984,CUST01297,2025-10-08,Appel conseiller de vente,Japon
TP004985,CUST01297,2026-04-17,Appel conseiller de vente,Japon
TP004986,CUST01297,2026-04-19,Ouverture newsletter,Japon
TP004987,CUST01298,2025-04-10,Appel conseiller de vente,Chine
TP004988,CUST01298,2025-04-11,Visite site e-commerce,Chine
TP004989,CUST01298,2025-04-04,Visite site e-commerce,Chine
TP004990,CUST01300,2025-07-17,Ouverture newsletter,Chine
TP004991,CUST01300,2025-07-16,Appel conseiller de vente,Chine
TP004992,CUST01300,2025-06-26,Rendez-vous boutique,Chine
TP004993,CUST01300,2025-12-22,Visite site e-commerce,Chine
TP004994,CUST01300,2026-06-30,Visite site e-commerce,Chine
TP004995,CUST01301,2025-05-25,Visite site e-commerce,USA
TP004996,CUST01301,2025-10-27,Rendez-vous boutique,USA
TP004997,CUST01301,2025-10-26,Appel conseiller de vente,USA
TP004998,CUST01301,2026-04-15,Appel conseiller de vente,USA
TP004999,CUST01302,2025-07-17,Visite site e-commerce,Moyen-Orient
TP005000,CUST01302,2025-07-28,Événement VIC,Moyen-Orient
TP005001,CUST01302,2025-07-23,Appel conseiller de vente,Moyen-Orient
TP005002,CUST01302,2025-12-17,Visite site e-commerce,Moyen-Orient
TP005003,CUST01302,2026-04-29,Événement VIC,Moyen-Orient
TP005004,CUST01303,2025-04-15,Événement VIC,Moyen-Orient
TP005005,CUST01303,2025-04-15,Rendez-vous boutique,Moyen-Orient
TP005006,CUST01303,2025-04-26,Ouverture newsletter,Moyen-Orient
TP005007,CUST01303,2025-09-15,Événement VIC,Moyen-Orient
TP005008,CUST01303,2025-09-22,Visite site e-commerce,Moyen-Orient
TP005009,CUST01303,2025-09-30,Appel conseiller de vente,Moyen-Orient
TP005010,CUST01303,2026-03-02,Événement VIC,Moyen-Orient
TP005011,CUST01304,2026-04-30,Ouverture newsletter,Japon
TP005012,CUST01304,2026-05-16,Appel conseiller de vente,Japon
TP005013,CUST01304,2026-05-05,Événement VIC,Japon
TP005014,CUST01305,2025-01-22,Ouverture newsletter,Chine
TP005015,CUST01305,2025-05-21,Événement VIC,Chine
TP005016,CUST01305,2025-05-21,Visite site e-commerce,Chine
TP005017,CUST01305,2025-06-07,Rendez-vous boutique,Chine
TP005018,CUST01305,2025-11-11,Visite site e-commerce,Chine
TP005019,CUST01305,2025-11-26,Rendez-vous boutique,Chine
TP005020,CUST01306,2025-09-04,Rendez-vous boutique,Chine
TP005021,CUST01306,2025-09-22,Appel conseiller de vente,Chine
TP005022,CUST01306,2026-02-12,Visite site e-commerce,Chine
TP005023,CUST01306,2026-02-10,Visite site e-commerce,Chine
TP005024,CUST01306,2026-03-02,Visite site e-commerce,Chine
TP005025,CUST01306,2026-07-20,Appel conseiller de vente,Chine
TP005026,CUST01306,2026-07-16,Ouverture newsletter,Chine
TP005027,CUST01307,2025-06-20,Rendez-vous boutique,Japon
TP005028,CUST01307,2025-07-05,Visite site e-commerce,Japon
TP005029,CUST01307,2026-02-02,Visite site e-commerce,Japon
TP005030,CUST01307,2026-01-31,Appel conseiller de vente,Japon
TP005031,CUST01307,2026-01-11,Appel conseiller de vente,Japon
TP005032,CUST01307,2026-07-06,Rendez-vous boutique,Japon
TP005033,CUST01308,2026-07-12,Ouverture newsletter,France (siège)
TP005034,CUST01308,2026-06-24,Appel conseiller de vente,France (siège)
TP005035,CUST01308,2026-06-25,Événement VIC,France (siège)
TP005036,CUST01309,2025-01-11,Rendez-vous boutique,Chine
TP005037,CUST01309,2025-08-31,Événement VIC,Chine
TP005038,CUST01309,2026-02-01,Rendez-vous boutique,Chine
TP005039,CUST01309,2026-02-10,Ouverture newsletter,Chine
TP005040,CUST01309,2026-02-07,Visite site e-commerce,Chine
TP005041,CUST01309,2026-07-27,Événement VIC,Chine
TP005042,CUST01309,2026-07-21,Ouverture newsletter,Chine
TP005043,CUST01311,2026-02-17,Appel conseiller de vente,USA
TP005044,CUST01311,2026-02-07,Événement VIC,USA
TP005045,CUST01312,2025-06-08,Ouverture newsletter,USA
TP005046,CUST01312,2025-05-22,Rendez-vous boutique,USA
TP005047,CUST01312,2025-11-17,Visite site e-commerce,USA
TP005048,CUST01312,2026-04-30,Rendez-vous boutique,USA
TP005049,CUST01312,2026-04-18,Ouverture newsletter,USA
TP005050,CUST01313,2025-07-24,Visite site e-commerce,Chine
TP005051,CUST01313,2026-01-02,Appel conseiller de vente,Chine
TP005052,CUST01313,2026-05-20,Appel conseiller de vente,Chine
TP005053,CUST01313,2026-05-24,Ouverture newsletter,Chine
TP005054,CUST01313,2026-06-04,Rendez-vous boutique,Chine
TP005055,CUST01314,2025-12-27,Visite site e-commerce,USA
TP005056,CUST01314,2025-12-12,Appel conseiller de vente,USA
TP005057,CUST01314,2025-12-08,Événement VIC,USA
TP005058,CUST01315,2025-08-21,Visite site e-commerce,Moyen-Orient
TP005059,CUST01315,2026-03-06,Ouverture newsletter,Moyen-Orient
TP005060,CUST01315,2026-02-20,Ouverture newsletter,Moyen-Orient
TP005061,CUST01315,2026-03-11,Ouverture newsletter,Moyen-Orient
TP005062,CUST01316,2025-06-27,Rendez-vous boutique,Moyen-Orient
TP005063,CUST01316,2025-06-18,Appel conseiller de vente,Moyen-Orient
TP005064,CUST01316,2025-12-07,Ouverture newsletter,Moyen-Orient
TP005065,CUST01316,2026-05-15,Rendez-vous boutique,Moyen-Orient
TP005066,CUST01317,2026-03-20,Rendez-vous boutique,USA
TP005067,CUST01317,2026-03-23,Appel conseiller de vente,USA
TP005068,CUST01317,2026-03-28,Visite site e-commerce,USA
TP005069,CUST01318,2025-10-23,Appel conseiller de vente,Japon
TP005070,CUST01319,2026-06-10,Appel conseiller de vente,Chine
TP005071,CUST01320,2025-09-30,Événement VIC,USA
TP005072,CUST01320,2025-09-20,Événement VIC,USA
TP005073,CUST01320,2025-09-24,Événement VIC,USA
TP005074,CUST01320,2026-03-02,Appel conseiller de vente,USA
TP005075,CUST01321,2025-05-13,Ouverture newsletter,France (siège)
TP005076,CUST01321,2025-05-29,Visite site e-commerce,France (siège)
TP005077,CUST01321,2025-05-29,Appel conseiller de vente,France (siège)
TP005078,CUST01321,2025-12-03,Rendez-vous boutique,France (siège)
TP005079,CUST01321,2025-11-30,Rendez-vous boutique,France (siège)
TP005080,CUST01321,2025-11-26,Rendez-vous boutique,France (siège)
TP005081,CUST01321,2026-04-29,Rendez-vous boutique,France (siège)
TP005082,CUST01321,2026-04-27,Appel conseiller de vente,France (siège)
TP005083,CUST01322,2025-10-11,Visite site e-commerce,USA
TP005084,CUST01322,2025-10-30,Rendez-vous boutique,USA
TP005085,CUST01323,2025-03-03,Appel conseiller de vente,USA
TP005086,CUST01323,2025-07-30,Événement VIC,USA
TP005087,CUST01323,2025-08-02,Événement VIC,USA
TP005088,CUST01323,2025-12-29,Visite site e-commerce,USA
TP005089,CUST01323,2026-06-02,Visite site e-commerce,USA
TP005090,CUST01323,2026-06-15,Événement VIC,USA
TP005091,CUST01324,2025-08-07,Événement VIC,Chine
TP005092,CUST01324,2025-08-05,Ouverture newsletter,Chine
TP005093,CUST01324,2025-07-17,Ouverture newsletter,Chine
TP005094,CUST01324,2025-11-20,Visite site e-commerce,Chine
